,number of layers,nodes per layer,epoch,batch size,learning rate,momentum parameter,lambda,stopping tol,cost,accuracy,data set
1,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,0,100,0.3,0.9,0.0001,0.0001,0.504452041211456,0.7813333333333333,test
2,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,1,100,0.2912621359223301,0.9,0.0001,0.0001,0.5083120399694461,0.7785185185185185,train
3,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,1,100,0.2912621359223301,0.9,0.0001,0.0001,0.5049087955073441,0.7813333333333333,test
4,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,2,100,0.2830188679245283,0.9,0.0001,0.0001,0.5111186042928169,0.7785185185185185,train
5,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,2,100,0.2830188679245283,0.9,0.0001,0.0001,0.5070293154256521,0.7813333333333333,test
6,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,3,100,0.2752293577981651,0.9,0.0001,0.0001,0.5088701706174551,0.7785185185185185,train
7,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,3,100,0.2752293577981651,0.9,0.0001,0.0001,0.505576810123085,0.7813333333333333,test
8,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,4,100,0.26785714285714285,0.9,0.0001,0.0001,0.5085674017862283,0.7785185185185185,train
9,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,4,100,0.26785714285714285,0.9,0.0001,0.0001,0.5052071539662637,0.7813333333333333,test
10,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,5,100,0.2608695652173913,0.9,0.0001,0.0001,0.5108548391251981,0.7785185185185185,train
11,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,5,100,0.2608695652173913,0.9,0.0001,0.0001,0.5077906176241666,0.7813333333333333,test
12,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,6,100,0.2542372881355932,0.9,0.0001,0.0001,0.5087393256672492,0.7785185185185185,train
13,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,6,100,0.2542372881355932,0.9,0.0001,0.0001,0.5054011992088955,0.7813333333333333,test
0,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,0,150,0.3,0.9,0.0001,0.0001,0.5261627291299085,0.7785185185185185,train
1,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,0,150,0.3,0.9,0.0001,0.0001,0.5221641614949758,0.7813333333333333,test
2,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,1,150,0.2912621359223301,0.9,0.0001,0.0001,0.5243406935773269,0.7785185185185185,train
3,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,1,150,0.2912621359223301,0.9,0.0001,0.0001,0.5209329278505511,0.7813333333333333,test
4,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,2,150,0.2830188679245283,0.9,0.0001,0.0001,0.5243807576276249,0.7785185185185185,train
5,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,2,150,0.2830188679245283,0.9,0.0001,0.0001,0.5206724039850369,0.7813333333333333,test
6,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,3,150,0.2752293577981651,0.9,0.0001,0.0001,0.5241408914989953,0.7785185185185185,train
7,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,3,150,0.2752293577981651,0.9,0.0001,0.0001,0.5205845516701578,0.7813333333333333,test
8,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,4,150,0.26785714285714285,0.9,0.0001,0.0001,0.5243810397017286,0.7785185185185185,train
9,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,4,150,0.26785714285714285,0.9,0.0001,0.0001,0.5206842528183051,0.7813333333333333,test
10,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,5,150,0.2608695652173913,0.9,0.0001,0.0001,0.5242625991137635,0.7785185185185185,train
11,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,5,150,0.2608695652173913,0.9,0.0001,0.0001,0.5206194796924303,0.7813333333333333,test
12,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,6,150,0.2542372881355932,0.9,0.0001,0.0001,0.5244106622382582,0.7785185185185185,train
13,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,6,150,0.2542372881355932,0.9,0.0001,0.0001,0.5210013944930743,0.7813333333333333,test
0,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,0,200,0.3,0.9,0.0001,0.0001,0.5222429899812226,0.7785185185185185,train
1,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,0,200,0.3,0.9,0.0001,0.0001,0.5185315982558634,0.7813333333333333,test
2,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,1,200,0.2912621359223301,0.9,0.0001,0.0001,0.522358189082287,0.7785185185185185,train
3,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,1,200,0.2912621359223301,0.9,0.0001,0.0001,0.5190027349502879,0.7813333333333333,test
4,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,2,200,0.2830188679245283,0.9,0.0001,0.0001,0.5223826916844434,0.7785185185185185,train
5,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,2,200,0.2830188679245283,0.9,0.0001,0.0001,0.5190319188184689,0.7813333333333333,test
6,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,3,200,0.2752293577981651,0.9,0.0001,0.0001,0.5223809538113975,0.7785185185185185,train
7,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,3,200,0.2752293577981651,0.9,0.0001,0.0001,0.5186384973391879,0.7813333333333333,test
8,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,4,200,0.26785714285714285,0.9,0.0001,0.0001,0.5222845482075305,0.7785185185185185,train
9,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,4,200,0.26785714285714285,0.9,0.0001,0.0001,0.518907640848553,0.7813333333333333,test
10,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,5,200,0.2608695652173913,0.9,0.0001,0.0001,0.5219850365409294,0.7785185185185185,train
11,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,5,200,0.2608695652173913,0.9,0.0001,0.0001,0.518407315429537,0.7813333333333333,test
12,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,6,200,0.2542372881355932,0.9,0.0001,0.0001,0.5220385665203147,0.7785185185185185,train
13,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,6,200,0.2542372881355932,0.9,0.0001,0.0001,0.5184184859812097,0.7813333333333333,test
0,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,0,50,0.3,0.9,0.01,0.0001,0.5175281931560067,0.7785185185185185,train
1,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,0,50,0.3,0.9,0.01,0.0001,0.514169959058059,0.7813333333333333,test
2,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,1,50,0.2912621359223301,0.9,0.01,0.0001,0.5232423150929791,0.7785185185185185,train
3,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,1,50,0.2912621359223301,0.9,0.01,0.0001,0.5205966032288701,0.7813333333333333,test
4,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,2,50,0.2830188679245283,0.9,0.01,0.0001,0.5135329349150198,0.7785185185185185,train
5,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,2,50,0.2830188679245283,0.9,0.01,0.0001,0.5095205439663526,0.7813333333333333,test
6,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,3,50,0.2752293577981651,0.9,0.01,0.0001,0.5089485446212318,0.7785185185185185,train
7,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,3,50,0.2752293577981651,0.9,0.01,0.0001,0.5056236440285791,0.7813333333333333,test
8,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,4,50,0.26785714285714285,0.9,0.01,0.0001,0.509343561786986,0.7785185185185185,train
9,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,4,50,0.26785714285714285,0.9,0.01,0.0001,0.5063583573672024,0.7813333333333333,test
10,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,5,50,0.2608695652173913,0.9,0.01,0.0001,0.5057373987197974,0.7785185185185185,train
11,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,5,50,0.2608695652173913,0.9,0.01,0.0001,0.5026467686887522,0.7813333333333333,test
12,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,6,50,0.2542372881355932,0.9,0.01,0.0001,0.5019767182604009,0.7785185185185185,train
13,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,6,50,0.2542372881355932,0.9,0.01,0.0001,0.49817384249026675,0.7813333333333333,test
0,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,0,100,0.3,0.9,0.01,0.0001,0.5133983727578918,0.7785185185185185,train
1,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,0,100,0.3,0.9,0.01,0.0001,0.5097361519121992,0.7813333333333333,test
2,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,1,100,0.2912621359223301,0.9,0.01,0.0001,0.511728728142897,0.7785185185185185,train
3,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,1,100,0.2912621359223301,0.9,0.01,0.0001,0.5082566457903077,0.7813333333333333,test
4,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,2,100,0.2830188679245283,0.9,0.01,0.0001,0.5103119583509838,0.7785185185185185,train
5,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,2,100,0.2830188679245283,0.9,0.01,0.0001,0.506686362415221,0.7813333333333333,test
6,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,3,100,0.2752293577981651,0.9,0.01,0.0001,0.5101333367879354,0.7785185185185185,train
7,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,3,100,0.2752293577981651,0.9,0.01,0.0001,0.5062503036319695,0.7813333333333333,test
8,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,4,100,0.26785714285714285,0.9,0.01,0.0001,0.5082291178706935,0.7785185185185185,train
9,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,4,100,0.26785714285714285,0.9,0.01,0.0001,0.5044471474000287,0.7813333333333333,test
10,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,5,100,0.2608695652173913,0.9,0.01,0.0001,0.5066009492328847,0.7785185185185185,train
11,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,5,100,0.2608695652173913,0.9,0.01,0.0001,0.5032001487360817,0.7813333333333333,test
12,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,6,100,0.2542372881355932,0.9,0.01,0.0001,0.50534789365101,0.7785185185185185,train
13,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,6,100,0.2542372881355932,0.9,0.01,0.0001,0.5017201866683204,0.7813333333333333,test
0,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,0,150,0.3,0.9,0.01,0.0001,0.515618229596861,0.7785185185185185,train
1,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,0,150,0.3,0.9,0.01,0.0001,0.5122707100489368,0.7813333333333333,test
2,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,1,150,0.2912621359223301,0.9,0.01,0.0001,0.5193223468425844,0.7785185185185185,train
3,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,1,150,0.2912621359223301,0.9,0.01,0.0001,0.5164568789873976,0.7813333333333333,test
4,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,2,150,0.2830188679245283,0.9,0.01,0.0001,0.5134282388327795,0.7785185185185185,train
5,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,2,150,0.2830188679245283,0.9,0.01,0.0001,0.5100306097204628,0.7813333333333333,test
6,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,3,150,0.2752293577981651,0.9,0.01,0.0001,0.5131663787486648,0.7785185185185185,train
7,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,3,150,0.2752293577981651,0.9,0.01,0.0001,0.5099069218388526,0.7813333333333333,test
8,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,4,150,0.26785714285714285,0.9,0.01,0.0001,0.5126742963562895,0.7785185185185185,train
9,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,4,150,0.26785714285714285,0.9,0.01,0.0001,0.5094672959581815,0.7813333333333333,test
10,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,5,150,0.2608695652173913,0.9,0.01,0.0001,0.5126324366889815,0.7785185185185185,train
11,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,5,150,0.2608695652173913,0.9,0.01,0.0001,0.509514806548085,0.7813333333333333,test
12,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,6,150,0.2542372881355932,0.9,0.01,0.0001,0.5100040211368362,0.7785185185185185,train
13,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,6,150,0.2542372881355932,0.9,0.01,0.0001,0.5065638006246034,0.7813333333333333,test
0,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,0,200,0.3,0.9,0.01,0.0001,0.5237069871709056,0.7785185185185185,train
1,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,0,200,0.3,0.9,0.01,0.0001,0.5204450930900048,0.7813333333333333,test
2,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,1,200,0.2912621359223301,0.9,0.01,0.0001,0.5223404921018356,0.7785185185185185,train
3,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,1,200,0.2912621359223301,0.9,0.01,0.0001,0.5189561001808155,0.7813333333333333,test
4,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,2,200,0.2830188679245283,0.9,0.01,0.0001,0.5227648873869789,0.7785185185185185,train
5,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,2,200,0.2830188679245283,0.9,0.01,0.0001,0.5195824336292805,0.7813333333333333,test
6,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,3,200,0.2752293577981651,0.9,0.01,0.0001,0.5223185804607048,0.7785185185185185,train
7,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,3,200,0.2752293577981651,0.9,0.01,0.0001,0.5191641106369504,0.7813333333333333,test
8,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,4,200,0.26785714285714285,0.9,0.01,0.0001,0.5211102893557458,0.7785185185185185,train
9,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,4,200,0.26785714285714285,0.9,0.01,0.0001,0.5178829352683229,0.7813333333333333,test
10,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,5,200,0.2608695652173913,0.9,0.01,0.0001,0.5194370220003875,0.7785185185185185,train
11,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,5,200,0.2608695652173913,0.9,0.01,0.0001,0.5159092829462932,0.7813333333333333,test
12,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,6,200,0.2542372881355932,0.9,0.01,0.0001,0.5190342272990336,0.7785185185185185,train
13,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,6,200,0.2542372881355932,0.9,0.01,0.0001,0.5153724853341153,0.7813333333333333,test
0,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,0,50,0.3,0.9,1e-08,0.0001,0.5310904916562783,0.7785185185185185,train
1,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,0,50,0.3,0.9,1e-08,0.0001,0.527618647597459,0.7813333333333333,test
2,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,1,50,0.2912621359223301,0.9,1e-08,0.0001,0.5576885281890225,0.7785185185185185,train
3,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,1,50,0.2912621359223301,0.9,1e-08,0.0001,0.5527022750189801,0.7813333333333333,test
4,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,2,50,0.2830188679245283,0.9,1e-08,0.0001,0.5228195684574125,0.7785185185185185,train
5,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,2,50,0.2830188679245283,0.9,1e-08,0.0001,0.5189664030202892,0.7813333333333333,test
6,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,3,50,0.2752293577981651,0.9,1e-08,0.0001,0.5213383701523773,0.7785185185185185,train
7,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,3,50,0.2752293577981651,0.9,1e-08,0.0001,0.5188183475848461,0.7813333333333333,test
8,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,4,50,0.26785714285714285,0.9,1e-08,0.0001,0.5131486351906883,0.7785185185185185,train
9,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,4,50,0.26785714285714285,0.9,1e-08,0.0001,0.5096107183268629,0.7813333333333333,test
10,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,5,50,0.2608695652173913,0.9,1e-08,0.0001,0.5113214315066692,0.7785185185185185,train
11,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,5,50,0.2608695652173913,0.9,1e-08,0.0001,0.5075962455076097,0.7813333333333333,test
12,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,6,50,0.2542372881355932,0.9,1e-08,0.0001,0.5108749357921161,0.7785185185185185,train
13,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,6,50,0.2542372881355932,0.9,1e-08,0.0001,0.5067879130651102,0.7813333333333333,test
0,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,0,100,0.3,0.9,1e-08,0.0001,0.5171031815599231,0.7785185185185185,train
1,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,0,100,0.3,0.9,1e-08,0.0001,0.5128203811758018,0.7813333333333333,test
2,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,1,100,0.2912621359223301,0.9,1e-08,0.0001,0.5126356423266153,0.7785185185185185,train
3,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,1,100,0.2912621359223301,0.9,1e-08,0.0001,0.5091585219252698,0.7813333333333333,test
4,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,2,100,0.2830188679245283,0.9,1e-08,0.0001,0.5117159430066655,0.7785185185185185,train
5,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,2,100,0.2830188679245283,0.9,1e-08,0.0001,0.5082971780357457,0.7813333333333333,test
6,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,3,100,0.2752293577981651,0.9,1e-08,0.0001,0.5108677434885757,0.7785185185185185,train
7,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,3,100,0.2752293577981651,0.9,1e-08,0.0001,0.5074907690778939,0.7813333333333333,test
8,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,4,100,0.26785714285714285,0.9,1e-08,0.0001,0.5108426378458362,0.7785185185185185,train
9,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,4,100,0.26785714285714285,0.9,1e-08,0.0001,0.5068777375021675,0.7813333333333333,test
10,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,5,100,0.2608695652173913,0.9,1e-08,0.0001,0.5085963701061131,0.7785185185185185,train
11,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,5,100,0.2608695652173913,0.9,1e-08,0.0001,0.5051539386412356,0.7813333333333333,test
12,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,6,100,0.2542372881355932,0.9,1e-08,0.0001,0.5073455088612878,0.7785185185185185,train
13,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,6,100,0.2542372881355932,0.9,1e-08,0.0001,0.5036434659932352,0.7813333333333333,test
0,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,0,150,0.3,0.9,1e-08,0.0001,0.5099467310642852,0.7785185185185185,train
1,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,0,150,0.3,0.9,1e-08,0.0001,0.5056944088063354,0.7813333333333333,test
2,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,1,150,0.2912621359223301,0.9,1e-08,0.0001,0.5098878472145733,0.7785185185185185,train
3,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,1,150,0.2912621359223301,0.9,1e-08,0.0001,0.5054837207871636,0.7813333333333333,test
4,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,2,150,0.2830188679245283,0.9,1e-08,0.0001,0.5075741439395435,0.7785185185185185,train
5,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,2,150,0.2830188679245283,0.9,1e-08,0.0001,0.5036545799423858,0.7813333333333333,test
6,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,3,150,0.2752293577981651,0.9,1e-08,0.0001,0.5105436768885808,0.7785185185185185,train
7,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,3,150,0.2752293577981651,0.9,1e-08,0.0001,0.5058673470182532,0.7813333333333333,test
8,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,4,150,0.26785714285714285,0.9,1e-08,0.0001,0.5065839873122088,0.7785185185185185,train
9,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,4,150,0.26785714285714285,0.9,1e-08,0.0001,0.5024876072725639,0.7813333333333333,test
10,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,5,150,0.2608695652173913,0.9,1e-08,0.0001,0.5059612146212173,0.7785185185185185,train
11,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,5,150,0.2608695652173913,0.9,1e-08,0.0001,0.5019203987564945,0.7813333333333333,test
12,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,6,150,0.2542372881355932,0.9,1e-08,0.0001,0.5060689355228167,0.7785185185185185,train
13,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,6,150,0.2542372881355932,0.9,1e-08,0.0001,0.5017215754704009,0.7813333333333333,test
0,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,0,200,0.3,0.9,1e-08,0.0001,0.5217181087321296,0.7785185185185185,train
1,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,0,200,0.3,0.9,1e-08,0.0001,0.5175199844772695,0.7813333333333333,test
2,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,1,200,0.2912621359223301,0.9,1e-08,0.0001,0.5234057888540515,0.7785185185185185,train
3,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,1,200,0.2912621359223301,0.9,1e-08,0.0001,0.5198562031336853,0.7813333333333333,test
4,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,2,200,0.2830188679245283,0.9,1e-08,0.0001,0.519262561106377,0.7785185185185185,train
5,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,2,200,0.2830188679245283,0.9,1e-08,0.0001,0.5151704677502498,0.7813333333333333,test
6,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,3,200,0.2752293577981651,0.9,1e-08,0.0001,0.5193163178569592,0.7785185185185185,train
7,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,3,200,0.2752293577981651,0.9,1e-08,0.0001,0.5149560343522297,0.7813333333333333,test
8,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,4,200,0.26785714285714285,0.9,1e-08,0.0001,0.5186659288057768,0.7785185185185185,train
9,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,4,200,0.26785714285714285,0.9,1e-08,0.0001,0.5149082952123654,0.7813333333333333,test
10,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,5,200,0.2608695652173913,0.9,1e-08,0.0001,0.5174015982641791,0.7785185185185185,train
11,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,5,200,0.2608695652173913,0.9,1e-08,0.0001,0.5133076432767402,0.7813333333333333,test
12,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,6,200,0.2542372881355932,0.9,1e-08,0.0001,0.517160984586557,0.7785185185185185,train
13,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,6,200,0.2542372881355932,0.9,1e-08,0.0001,0.5129742126450534,0.7813333333333333,test
0,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,0,50,0.3,0.9,1e-06,0.0001,0.5176924912909873,0.7785185185185185,train
1,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,0,50,0.3,0.9,1e-06,0.0001,0.5155108567835016,0.7813333333333333,test
2,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,1,50,0.2912621359223301,0.9,1e-06,0.0001,0.4973558767528795,0.7785185185185185,train
3,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,1,50,0.2912621359223301,0.9,1e-06,0.0001,0.49460875401876603,0.7813333333333333,test
4,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,2,50,0.2830188679245283,0.9,1e-06,0.0001,0.4963842857354683,0.7785185185185185,train
5,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,2,50,0.2830188679245283,0.9,1e-06,0.0001,0.4934164833309998,0.7813333333333333,test
6,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,3,50,0.2752293577981651,0.9,1e-06,0.0001,0.5022647794200191,0.7785185185185185,train
7,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,3,50,0.2752293577981651,0.9,1e-06,0.0001,0.4993605411113099,0.7813333333333333,test
8,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,4,50,0.26785714285714285,0.9,1e-06,0.0001,0.5049342561035549,0.7785185185185185,train
